"HS6-SH6","DESCRIPTION_ENG","DESCRIPTION_FRA"
"390610","Polymethyl Methacrylate - In Primary Forms","Polyméthacrylate de méthyle (sous formes primaires)"
"390690","Acrylic Polymers Nes - In Primary Forms","Autres polymères acryliques nda  (sous formes primaires)"
"390710","Polyacetals - In Primary Forms","Polyacétals  (sous formes primaires)"
"390720","Polyethers Nes","Autres polyéthers nda (sous formes primaires)"
"390730","Epoxide Resins","Résines époxydes (sous formes primaires)"
"390740","Polycarbonates","Polycarbonates (sous formes primaires)"
"390750","Alkyd Resins - In Primary Forms","Résines alkydes  (sous formes primaires)"
"390760","Polyethylene Terephthalate","Polyéthylène téréphtalate (sous formes primaires)"
"390770","Poly(Lactic Acid), In Primary Forms","Poly(acide lactique), sous formes primaires"
"390791","Polyesters Nes - Unsaturated - In Primary Forms","Autres polyesters - non saturés nda (sous formes primaires)"
"390799","Polyesters, Nes, In Primary Forms","Polyesters, nda, sous formes primaires"
"390810","Polyamide-6, -11, -12, -6, 6, -6, 9, -6, 10  Or -6, 12","Polyamide-6, -11, -12, -6,6, -6,9, -6,10 ou -6,12  (sous formes primaires)"
"390890","Polyamides Nes - In Primary Forms","Aures polyamides nda (sous formes primaires)"
"390910","Urea Resins; Thiourea Resins","Résines uréiques, résines de thiourée (sous formes primaires)"
"390920","Melamine Resins","Résines mélaminiques (sous formes primaires)"
"390930","Amino-Resins Nes - In Primary Forms","Autres résines aminiques nda (sous formes primaires)"
"390940","Phenolic Resins","Résines phénoliques (sous formes primaires)"
"390950","Polyurethanes - In Primary Forms","Polyuréthanes (sous formes primaires)"
"391000","Silicones - In Primary Forms","Silicones (sous formes primaires)"
"391110","Petroleum Resins, Coumarone, Indene Or Coumarone-Indene Resins And Polyterpenes","Résines de pétrole, de coumarone, d'indène, de coumarone-indène et polyterpènes"
"391190","Polysulphides, Polysulphones And The Like - In Primary Forms","Polysulfures, polysulfones et autres produits nda (sous formes primaires)"
"391211","Cellulose Acetates, Non-Plasticized - In Primary Forms","Acétates de cellulose - non plastifiés (sous formes primaires)"
"391212","Cellulose Acetates, Plasticized - In Primary Forms","Acétates de cellulose - plastifiés (sous formes primaires)"
"391220","Cellulose Nitrates (Including Collodions)","Nitrates de cellulose (y compris les collodions) (sous formes primaires)"
"391231","Carboxymethylcellulose And Its Salts- In Primary Forms","Carboxyméthylcellulose et ses sels (sous formes primaires)"
"391239","Cellulose Ethers Nes - In Primary Forms","Autres éthers de cellulose nda (sous formes primaires)"
"391290","Cellulose Derivatives Nes- In Primary Forms","Autres dérivés chimiques de cellulose nda (sous formes primaires)"
"391310","Alginic Acid, Its Salts And Esters","Acide alginique, ses sels et ses esters (sous formes primaires)"
"391390","Natural Polymers, Modified Natural Polymers Nes - In Primary Forms","Autres polymères naturels et polymères naturels modifiés nda (sous formes primaires)"
"391400","Ion-Exchangers Based On Synthetic And/Or Natural Polymers - In Primary Forms","Échangeurs d'ions à base de polymères synthétiques/naturels (sous formes primaires)"
"391510","Waste, Parings And Scrap - Of Polymers Of Ethylene","Déchets, rognures et débris - de polyéthylène"
"391520","Waste, Parings And Scrap - Of Polymers Of Styrene","Déchets, rognures et débris - de polystyrène"
"391530","Waste, Parings And Scrap - Of Polymers Of Vinyl Chloride","Déchets, rognures et débris - de polychlorure de vinyle"
"391590","Waste, Parings And Scrap - Of Plastic Polymers Nes (Incl Cellulose)","Déchets, rognures et débris - d'autres matières  plastiques nda"
"391610","Monofilaments (>1Mm) Rods, Sticks And Profile Shapes - Of Polymers Of Ethylene","Monofilaments >1mm (monofils), joncs, bâtons et profilés - polymères de l'éthylène"
"391620","Monofilaments (>1Mm) Rods, Sticks And Profile Shapes - Of Polymers Of Vinyl Chloride","Monofilaments >1mm (monofils), joncs, bâtons et profilés - polymères du chlorure de vinyle"
"391690","Monofilaments (>1Mm) Rods, Sticks And Profile Shapes - Of Other Plastic Polymers Nes","Monofilaments >1mm (monofils), joncs, bâtons profilés - autres matières plastiques nda"
"391710","Sausage Casings (Artificial Guts) Of Hardened Protein Or Of Cellulosic Materials","Boyaux artificiels en protéines durcies ou matières plastiques cellulosiques"
"391721","Tubes, Pipes And Hoses - Rigid - Polyethylene","Tubes/tuyaux rigides - polymères de l'éthylène"
"391722","Tubes, Pipes And Hoses - Rigid - Polypropylene","Tubes/tuyaux rigides - polypropylène"
"391723","Tubes, Pipes And Hoses - Rigid - Polyvinyl Chloride","Tubes/tuyaux rigides - polymères du chlorure de vinyle"
"391729","Tubes, Pipes And Hoses - Rigid - Other Plastics Nes","Tubes/tuyaux rigides - autres matières plastiques nda"
"391731","Tubes, Pipes And Hoses - Flexible - Plastic, Minimum Burst Pressure Of 27.6 Mpa","Tubes/tuyaux souples - matières plastiques - minimum de pression de 27,6mpa"
"391732","Tubes, Pipes And Hoses Nes - Plastic Not Reinforced/Combined With Other Materials - Without Fittings","Tubes/tuyaux non renforcés nda - matières plastiques - sans accessoires"
"391733","Tubes, Pipes And Hoses Nes - Plastic Not Reinforced/Combined With Other Materials - With Fittings","Tubes/tuyaux non renforcés nda - matières plastiques - avec accessoires"
"391739","Tubes, Pipes And Hoses Nes - Plastic Nes","Tubes/tuyaux - matières plastiques - autres nda"
"391740","Plastic Fittings For Tubes, Pipes And Hoses","Accessoires en plastiques pour tubes et tuyaux  - plastiques"
"391810","Floor, Wall And Ceiling Coverings (In Rolls Or Tiles) - Polymers Of Vinyl Chloride","Revêtements de sols, murs et plafonds - polymères du chlorure de vinyle"
"391890","Floor, Wall And Ceiling Coverings (In Rolls Or Tiles) - Other Plastic Polymers Nes","Revêtements de sols, murs et plafonds - autres matières plastiques nda"
"391910","Self-Adhesive Plates, Sheets, Film, Tape, Strip, Foil And Shapes - Plastic In Rolls <20 Cm Wide","Plaques/feuilles/bandes/rubans/pellicules et autres -  plastique,  auto-adhésifs - largeur <=20cm"
"391990","Self-Adhesive Plates, Sheets, Film, Tape, Strip, Foil And Shapes - Plastic Nes","Plaques/feuilles/bandes/rubans/pellicules et autres -  plastique,  auto-adhésifs - largeur >20cm"
"392010","Film, Plates, Sheets, Foil And Strip Nes - Non-Cellular - Polymers Of Ethylene","Plaques/feuilles/pellicules/bandes et lames, non alvéolaires - polymères de l'éthylène"
"392020","Film, Plates, Sheets, Foil And Strip Nes - Non-Cellular - Polymers Of Propylene","Plaques/feuilles/pellicules/bandes et lames, non alvéolaires - polymères du propylène"
"392030","Film, Plates, Sheets, Foil And Strip Nes - Non-Cellular - Polymers Of Styrene","Plaques/feuilles/pellicules/bandes et lames, non alvéolaires - polymères du styrène"
"392043","Film, Plates, Sheets, Foil And Strip Nes - Non-Cellular - Polymers Of Vinyl Chloride - Plasticisers","Plaques/feuilles/pellicules/bandes et lames, non alvéolaires - pvc (>5% plastifiants)"
"392049","Film, Plates, Sheets, Foil And Strip Nes - Non-Cellular - Polymers Of Vinyl Chloride - Other Nes","Plaques/feuilles/pellicules/bandes et lames, non alvéolaires - pvc (<6% plastifiants)"
"392051","Film, Plates, Sheets, Foil And Strip Nes - Non-Cellular - Of Polymethyl Methacrylate","Plaques/feuilles/pellicules/bandes et lames, non alvéolaires - polyméthacrylate de méthyle"
"392059","Film, Plates, Sheets, Foil And Strip Nes - Non-Cellular - Of Other Acrylic Polymers Nes","Plaques/feuilles/pellicules/bandes et lames, non alvéolaires - autres polymères acryliques nda"
"392061","Film, Plates, Sheets, Foil And Strip Nes - Non-Cellular - Of Polycarbonates","Plaques/feuilles/pellicules/bandes et lames, non alvéolaires - polycarbonates"
"392062","Film, Plates, Sheets, Foil And Strip Nes - Non-Cellular - Of Polyethylene Terephthalate","Plaques/feuilles/pellicules/bandes et lames, non alvéolaires - polyéthylène téréphtalate"
"392063","Film, Plates, Sheets, Foil And Strip Nes - Non-Cellular - Of Unsaturated Polyesters","Plaques/feuilles/pellicules/bandes et lames, non alvéolaires - polyesters non saturés"
"392069","Film, Plates, Sheets, Foil And Strip Nes - Non-Cellular - Of Other Polyesters Nes","Plaques/feuilles/pellicules/bandes et lames, non alvéolaires - polyesters saturés"
"392071","Film, Plates, Sheets, Foil And Strip Nes - Non-Cellular - Of Regenerated Cellulose","Plaques/feuilles/pellicules/bandes et lames, non alvéolaires - cellulose régénérée"
"392073","Film, Plates, Sheets, Foil And Strip Nes - Non-Cellular - Of Cellulose Acetate","Plaques/feuilles/pellicules/bandes et lames, non alvéolaires - acétate de cellulose"
"392079","Plates, Sheets, Film, Foil And Strips,  Of Cellulose Derivatives, Nes","Plaques,feuilles,pellicules,bandes et  lames,en dérivés de cellulose,nda"
"392091","Film, Plates, Sheets, Foil And Strip Nes - Non-Cellular - Of Polyvinyl Butyral","Plaques/feuilles/pellicules/bandes et lames, non alvéolaires - butyral de polyvinyle"
"392092","Film, Plates, Sheets, Foil And Strip Nes - Non-Cellular - Of Polyamides","Plaques, feuilles, pellicules, bandes et lames, non alvéolaires - polyamides"
"392093","Film, Plates, Sheets, Foil And Strip Nes - Non-Cellular - Of Amino-Resins","Plaques/feuilles/pellicules/bandes et lames, non alvéolaires - résines aminiques"
"392094","Film, Plates, Sheets, Foil And Strip Nes - Non-Cellular - Of Phenolic Resins","Plaques/feuilles/pellicules/bandes et lames, non alvéolaires - résines phénoliques"
"392099","Film, Plates, Sheets, Foil And Strip Nes - Non-Cellular - Of Other Plastics Nes","Plaques/feuilles/pellicules/bandes et lames, non alvéolaires - autres matières plastiques nda"
"392111","Film, Plates, Sheets, Foil And Strip Nes - Cellular - Of Polymers Of Styrene","Plaques/feuilles/pellicules/bandes et lames, alvéolaires - polymères du styrène"
"392112","Film, Plates, Sheets, Foil And Strip Nes - Cellular - Of Polymers Of Vinyl Chloride","Plaques/feuilles/pellicules/bandes et lames, alvéolaires - polymères du chlorure de vinyle"
"392113","Film, Plates, Sheets, Foil And Strip Nes - Cellular - Of Polyurethanes","Plaques/feuilles/pellicules/bandes et lames, alvéolaires - polyuréthanes"
"392114","Film, Plates, Sheets, Foil And Strip Nes - Cellular - Of Regenerated Cellulose","Plaques/feuilles/pellicules/bandes et lames, alvéolaires - cellulose régénérée"
"392119","Film, Plates, Sheets, Foil And Strip Nes - Cellular - Of Other Plastics Nes","Plaques/feuilles/pellicules/bandes et lames, alvéolaires - autres matières plastiques nda"
"392190","Film, Plates, Sheets, Foil And Strip Nes - Of Other Plastics Nes","Plaques/feuilles/pellicules/bandes et lames nda - plastique"
"392210","Baths, Shower-Baths And Wash Basins - Of Plastics","Baignoires, douches et lavabos -  plastique"
"392220","Lavatory Seats And Covers - Of Plastics","Sièges et couvercles de cuvettes d'aisance - plastique"
"392290","Bidets, Lavatory Pans, Flushing Cisterns And Similar Sanitary Ware - Of Plastics","Bidets, réservoirs de chasse et articles similaires pour usage sanitaires/hygiéniques - plastique"
"392310","Boxes, Cases, Crates And Similar Packing Or Conveyance Articles - Of Plastics","Boîtes, caisses, casiers et articles similaires - plastique"
"392321","Sacks And Bags (Including Cones) - Of Polymers Of Ethylene","Sacs, sachets, pochettes et cornets - polymères de l'éthylène"
"392329","Sacks And Bags (Including Cones) - Of Other Plastics Nes","Sacs, sachets, pochettes et cornets - autres matières plastiques nda"
"392330","Carboys, Bottles, Flasks And Similar Articles (With Or Without Caps)  - Of Plastics","Bonbonnes, bouteilles, flacons et articles similaires - plastique"
"392340","Spools, Cops, Bobbins And Similar Supports - Of Plastics","Bobines, busettes, canettes et supports similaires - plastique"
"392350","Stoppers, Lids, Caps And Other Closures - Of Plastics","Bouchons, couvercles, capsules et autres dispositifs de fermeture - plastique"
"392390","Articles For The Conveyance Or Packing Of Goods Nes - Of Plastics","Autres articles de transport ou d'emballage nda - plastique"
"392410","Tableware And Kitchenware - Of Plastics","Vaisselle et autres articles pour service de table ou cuisine- plastique"
"392490","Household And Toilet Articles Nes - Of  Plastics","Autres articles de ménage ou d'économie domestique, d'hygiène ou de toilette nda - plastique"
"392510","Reservoirs, Tanks, Vats And Similar Containers Of A Capacity Exceeding 300 Litres - Of Plastics","Réservoirs, foudres, cuves et récipients analogues, contenance >300 litres - plastique"
"392520","Doors, Windows , Their Frames And Threshold For Doors - Of Plastics","Portes, fenêtres et leurs cadres, chambranles et seuils - plastique"
"392530","Shutters, Blinds (Incl Venetian) And Similar Articles (Incl Parts Thereof) - Of Plastics","Volets, stores (y compris stores vénitiens), articles similaires et parties - plastique"
"392590","Fencing, Fittings And Mountings - Of Plastics","Autres articles d'équipement pour la construction nda - plastique"
