"HS10-SH10","DESCRIPTION_ENG","DESCRIPTION_FRA"
"3401119000","Toilet soap and prep, shaped; papers & nonwovens impreg wi","Savonnettes, prép, moulées; papiers, nontissés imprégnés de savon, pour toilette"
"3401190010","Surface active products and preparations, whether or not c","Produits et préparations tensio-actifs, a/s savon"
"3401190020","Laundry soap","Savon pour la lessive"
"3401190090","Soap, shaped, nes; papers and nonwovens impreg with soap o","Savons, moulés, nda; papiers et nontissés imprégnés de savon ou préparations,nda"
"3401201000","Laundry soap, for washing clothes and other linens","Savon, pour la lessive des vêtements et autres linges"
"3401202000","Soap pellets, cont sodium soaps of fatty acid and glycerol","Granule de savon,cont savon de sodium a acide gras et glycérol,pr fab pain savon"
"3401203000","Dry soap, for use as a lubricant in wire drawing in the mf","Savon sec, employé comme lub pr l'étirage des tringles pour fab de pneu"
"3401209010","Soap, liquid form","Savon liquide"
"3401209020","Soap, powdered","Savon en poudre"
"3401209090","Soap, nes","Savons, nda"
"3401300000","Surface-active prep, f washing the skin, liq/cream, w/n co","Prép tensio-act, pr lav peau, liq/crème, cont savon ou non, pr vente au dét"
"3402111000","Sodium alkylbenzene sulphonate,mfr slow dissolv toilet tan","Alkylbenzène sulfonate,fab so à dissolution lente pr chassed'eau,n°s 34.02/38.08"
"3402119010","Anionic surface-active agents, based on sulphates","Agents de surface anioniques, à base de sulfates"
"3402119020","Anionic surface-active agents, based on sulphonates","Agents de surface anioniques, à base de sulfonates"
"3402119090","Anionic surface-active agents, nes","Agents de surface anioniques, nda"
"3402120000","Cationic surface-active agents","Agents de surface organiques, cationiques"
"3402131000","Non-ionic polyether polyols, w hydroxy no 265 or more, mfr","Polyol polyéther non-ionique, ayant indice hydroxyle >= 265, fab à mouler polyu"
"3402139011","Non-ionic surface-active agents, based on fatty alcohols","Agents de surface non-ioniques, à base d'alcools gras"
"3402139012","Non-ionic surface-active agents, based on alkyl phenol","Agents de surface non-ioniques, à base d'alkylphénol"
"3402139019","Non-ionic surface-active agents, based on ethoxylated alco","Agents de surface non-ioniques, à base d'alcools éthoxylates, nda"
"3402139020","Non-ionic surface-active agents, based on carboxylic ester","Agents de surface non-ioniques, à base d'esters carboxyliques, nda"
"3402139090","Other non-ionic surface-active agents, nes","Autres agents de surface non-ioniques, nda"
"3402190000","Organic surface-active agents, nes","Agents de surface organiques, nda"
"3402201000","Automatic dishwasher detergents, put up for retail sale","Détersifs pour lave-vaiselle automatiques, conditionnés pour la vente au détail"
"3402209011","Laundry detergents, put up for retail sale","Détersifs pour la lessive, conditionnés pour la vente au détail"
"3402209012","Dishwashing, detergents, other than for automatic dishwash","Détersifs à vaisselle, a/q pour lave-vaisselle, conditionnés pour vente détail"
"3402209019","Detergents, put up for retail sale, nes","Détersifs, conditionnées pour la vente au détail, nda"
"3402209020","Window cleaning preparations, put up for retail sale","Préparations de nettoyage pour les vitres, conditionnées pour la vente détail"
"3402209030","Oven-cleaning preparations, put up for retail sale","Préparations de nettoyage pour les fours, conditionnées pour la vente au détail"
"3402209040","Metal-cleaning preparations, household type, put up for re","Préparations de nettoyage des métaux, usage domes, conditionnées vente détail"
"3402209050","Toilet-bowl cleaning preparations, put up for retail sale","Préparations de nettoyage des cuvettes de toilette, conditionnées vente détail"
"3402209060","Rug and carpet cleaning preparations, put up for retail sa","Préparations de nettoyage de tapis et moquettes, conditionnées pour vente détail"
"3402209070","Bleaching and blueing preparations, household type, put up","Préparations de blanchissement, bleus de lessive, usage domes, cond vente détail"
"3402209090","Surface-active preparations,washing & cleaning preparation","Préparations tensio-actives, prép de lavage et de nettoyage, cond vente détail"
"3402901000","Chem antioxidant,hardener,inhibitor,restrainer,etc,f use m","Antioxydants chim,durcisseurs,inhib,retardateurs,etc,pr fab émulsions photo; etc"
"3402909100","Surface-active,washing & cleaning preparations, for use in","Préparations tensio-actives,de lavage et de nettoyage, pr fab produits canadiens"
"3402909900","Surface-active preparations, washing and cleaning preparat","Préparations tensio-actives, préparations de lavage et de nettoyage, nda"
"3403111000","Lub oil prep based in part on petroleum,f treat of tex mat","Prép huile de grais,comp en part pétr,pr trait mati tex,cuir,pelleterie/au mati"
"3403119000","Other lub&o prep,cont oils from pet/bituminous min,for tre","Aut prép lub&autres,cont huile de pétr/minéraux bitumineux,pr trait tex,etc,nda"
"3403191100","Lube oil prep based on pet,f CDN mfr;oil-based lube prep,f","Prép huil grais,comp pétrl,pr fab prod CDN; prép lub base huil,pr tringles pneu"
"3403191910","Lubricating oil prep based in part on petroleum, for autom","Préparations huiles de graissage,comp de pétrole,pr automobiles,a/q fab prod CDN"
"3403191990","Lubricating oil preparations based in part on petroleum, n","Préparations d'huiles de graissage, composée de pétrole, nda"
"3403199100","Lubricating prep, based on bituminous min oils, for use in","Prép lubrifiantes, cont huiles de minéraux bitumineux,pour fab de prod canadiens"
"3403199910","Lubricating prep,based on bituminous min oils,for automoti","Prép lubrifiantes,cont huiles de minér bitumineux,pr auto,a/q fab prod canadiens"
"3403199990","Lubricating preparations, based on bituminous minerals oil","Préparations lubrifiantes, contenant des huiles de minéraux bitumineux, nda"
"3403911000","Lubricating and o preparations, for stuffing of dressing l","Prép lubrifiantes et autres, devant servir à nourrir ou apprêter cuir/pelleterie"
"3403919000","Lubricating and o prep,not cont pet oil,f treatment of lea","Prép lubrifiantes&au,sans huile de pétrl,pr traitement cuir,pelleterie, etc,nda"
"3403991000","Lubricating preparations and similar prep, nes, for use in","Préparations lubrifiantes et similaires,nda,pr fabrication de produits canadiens"
"3403999010","Lubricating and similar prep, nes,for automotive use,o/t f","Préparations lubrifiantes et similaires, nda, pr auto,a/q fab produits canadiens"
"3403999090","Lubricating preparations and similar preparations, nes","Préparations lubrifiantes et similaires, nda"
"3404201000","Artificial waxes,of polyethylene glycol,for mfr oa ABS cop","Cire artificielle, de polyéthylène-glycol,pr fab de copolymère ABS du n° 3903.30"
"3404209000","Artificial and prepared waxes, of poly(oxyethylene) (polye","Cires artificielles et cires prép, de poly(oxythylène) (polyéthylène-glyco), nda"
"3404901000","Chemically modified polyet glycol wax for use mfr tackifie","Cire de polyet glycol modifiée chimiquement, dev serv fab agents poissant; etc"
"3404902000","Artificial and prepared waxes, of chemically modified lign","Cires artificielles et préparées, de lignite modifié chimiquement"
"3404909000","Other artificial and prepared waxes, nes","Autres cires artificielles et cires préparées, nda"
"3405101000","Liquid shoe shine preparations for use in the manufacture","Prép liquides de cire à chaussures devant servir à la fab de prod pr chaussures"
"3405109010","Polishes, creams & similar preparations for footwear","Cirages, crèmes et préparations similaires pour chaussures"
"3405109020","Polishes, creams & similar preparations for leather","Cirages, crèmes et préparations similaires pour le cuir"
"3405200000","Polishes, creams and similar preparations for maintenance","Encaustiques et préparations similaires pour l'entretien des boiseries"
"3405300000","Polishes and similar preparations for coachwork, o/t metal","Brillants et préparations similaires pour carrosseries, a/q brillants à métaux"
"3405400000","Scouring pastes and powders and other scouring preparation","Pâtes, poudres et autres préparations à récurer"
"3405900010","Cutlery polish","Produits de polissage de la coutellerie"
"3405900090","Polishes, creams & similar preparations, nes","Cirages, crèmes et préparations similaires, nda"
"3406001000","Candles,tapers and the like for birthdays, Christmas and o","Bougies, chandelles, cierges & art sim,pr anniv de naiss, Noël & au évén festifs"
"3406009000","Candles, tapers & the like o/t for birthdays, Christmas &","Bougies,chandelles,cierges & art sim,a/q anniv de naiss, Noël et au évén festifs"
"3407001000","Modelling pastes","Pâtes à modeler"
"3407002000","Dental impression compd excl those based on silicone polym","Comps pr empreinte de dent,exc comps base polymère silicone,cond vente détail"
"3407009010","Dental impression compounds based on silicone polymers,pac","Comps pr l'empreinte de dent à base de polymère de silicone,cond vente au détail"
"3407009090","Other dental preparations based on plaster, nes","Autres compositions pour l'art dentaire, à base de plâtre, nda"
"3501100000","Casein","Caséines"
"3501900010","Casein glues for mfr gummed tapes,coated abrasive,etc; cas","Colle de caséine pr fab ruban gommé,abrasif enduit,etc;caséinate pr fab prod CDN"
"3501900080","Other casein glues, nes","Autres colles de caséine, nda"
"3501900090","Other caseinates,excluding glues, and other casein derivs,","Autres caséinates, a/q colles, et autres dérivés de la caséine,exc colles, nda"
"3502111000","Egg albumin, dried, within access commitment","Ovalbumine, séchée, dans les limites de l'engagement d'accès"
"3502112000","Egg albumin, dried, over access commitment","Ovalbumine, séchée, au-dessus de l'engagement d'accès"
"3502191000","Egg albumin, except dried, within access commitment","Ovalbumine, a/q séchée, dans les limites de l'engagement d'accès"
"3502192000","Egg albumin, except dried, over access commitment","Ovalbumine, a/q séchée, au-dessus de l'engagement d'accès"
"3502200000","Milk albumin, inc concentrates of two or more whey product","Lactalbumine, y compris les conc de deux ou plusieurs protéines de lactosérum"
"3502900000","Albumins, nes, albuminates and other albumin derivatives","Albumines, nda, albuminates et autres dérivés des albumines"
"3503001010","Edible gelatin,used mfr of capsules for medicinal or pharm","Gélatine comestible pour fab de capsule pour prép médicinales ou pharmaceutiques"
"3503001030","Glues, of animal origin, used in mfr of gummed tapes, coat","Colles, d'origine animale, pour fab ruban gommé, d'abrasifs enduits, etc, nda"
"3503001090","Inedible bone gelatin for use in the manufacture of photog","Gélatine d'os non comestible, dev serv à la fabricaion d'émulsion photographique"
"3503002000","Edible gelatin from beef hide for CDN mfr; hydrolyzed edib","Gélatine comestible, de peau de bovin ou hydrolysée, pour fab produits CDN"
"3503009010","Edible gelatin, nes","Gélatine comestible, nda"
"3503009030","Other glues, of animal origin, nes","Autres colles, d'origine animale, nda"
"3503009090","Other gelatin and gelatin derivatives nes; isinglass","Autres gélatines et leurs dérivés, nda; ichtyocolle"
